Adj_Close,Close,High,Low,Open,Volume
0.320547878742218,0.3799999952316284,0.38839301466941833,0.3782140016555786,0.38482099771499634,144642400
0.3339545726776123,0.39589300751686096,0.399821013212204,0.3824999928474426,0.3824999928474426,395018400
0.3327489197254181,0.39446398615837097,0.4003570079803467,0.38767901062965393,0.3973209857940674,509348000
0.34028100967407227,0.4033930003643036,0.4076789915561676,0.39160698652267456,0.39464300870895386,586874400
0.3518798351287842,0.41714298725128174,0.42375001311302185,0.4044640064239502,0.4078570008277893,460303200
0.3464566767215729,0.4107140004634857,0.4308930039405823,0.4069640040397644,0.41482099890708923,427459200
0.3574531674385071,0.42375001311302185,0.4285709857940674,0.4124999940395355,0.4151790142059326,487547200
0.3633275330066681,0.4307140111923218,0.443571001291275,0.4260709881782532,0.4410710036754608,679016800
0.364533007144928,0.4321430027484894,0.4382140040397644,0.42464300990104675,0.4357140064239502,620043200
0.3441976010799408,0.4080359935760498,0.41785699129104614,0.4017859995365143,0.4091069996356964,1018208800
0.34223899245262146,0.4057140052318573,0.4114289879798889,0.4037500023841858,0.4087499976158142,372820000
0.34238994121551514,0.4058929979801178,0.4071429967880249,0.3973209857940674,0.4048210084438324,315946400
0.340582013130188,0.4037500023841858,0.4101789891719818,0.4005360007286072,0.4053570032119751,226660000
0.33410462737083435,0.3960709869861603,0.4076789915561676,0.3960709869861603,0.4028570055961609,205004800
0.33982884883880615,0.4028570055961609,0.4060710072517395,0.3973209857940674,0.4003570079803467,227169600
0.34660765528678894,0.4108929932117462,0.4117859899997711,0.4005360007286072,0.4010710120201111,271269600
0.3475111126899719,0.4119639992713928,0.4151790142059326,0.4071429967880249,0.4114289879798889,307070400
0.33922654390335083,0.4021430015563965,0.41749998927116394,0.400178998708725,0.4078570008277893,275402400
0.341636598110199,0.4050000011920929,0.4071429967880249,0.39625000953674316,0.404107004404068,212699200
0.33982884883880615,0.4028570055961609,0.408392995595932,0.4003570079803467,0.4044640064239502,185298400
0.33621349930763245,0.3985710144042969,0.4073210060596466,0.39428600668907166,0.4010710120201111,287431200
0.3353099524974823,0.39750000834465027,0.4000000059604645,0.39285698533058167,0.3982140123844147,180812800
0.32823023200035095,0.38910698890686035,0.39446398615837097,0.38749998807907104,0.39285698533058167,305552800
0.33772003650665283,0.4003570079803467,0.4091069996356964,0.38946399092674255,0.38964301347732544,352844800
0.34208881855010986,0.4055359959602356,0.4087499976158142,0.4000000059604645,0.4008930027484894,193340000
0.3414856791496277,0.4048210084438324,0.4082140028476715,0.4017859995365143,0.4039289951324463,188260800
0.34615546464920044,0.4103569984436035,0.4128569960594177,0.4007140100002289,0.4039289951324463,255343200
0.3585074841976166,0.42500001192092896,0.42625001072883606,0.4116069972515106,0.412321001291275,348544000
0.3574531674385071,0.42375001311302185,0.42839300632476807,0.42142900824546814,0.42160698771476746,183988000
0.3464566767215729,0.4107140004634857,0.4303570091724396,0.4076789915561676,0.42589300870895386,315980000
0.34886664152145386,0.41357100009918213,0.41946399211883545,0.4124999940395355,0.4124999940395355,170956800
0.35037320852279663,0.41535699367523193,0.41857099533081055,0.4116069972515106,0.4139289855957031,141635200
0.33847326040267944,0.4012500047683716,0.42214301228523254,0.400178998708725,0.41660699248313904,323080800
0.33741891384124756,0.4000000059604645,0.401964008808136,0.39660701155662537,0.4017859995365143,277603200
0.3342556357383728,0.39625000953674316,0.4010710120201111,0.39089301228523254,0.39892899990081787,194079200
0.3368165194988251,0.3992860019207001,0.4060710072517395,0.39285698533058167,0.39535701274871826,259056000
0.34359458088874817,0.4073210060596466,0.4089289903640747,0.39660701155662537,0.39785701036453247,276276000
0.3470596969127655,0.4114289879798889,0.4139289855957031,0.4071429967880249,0.4085710048675537,198408000
0.3603151738643646,0.42714300751686096,0.42892900109291077,0.4098210036754608,0.4099999964237213,468837600
0.3618220388889313,0.42892900109291077,0.4339289963245392,0.42625001072883606,0.4303570091724396,321680800
0.35865870118141174,0.42517900466918945,0.4303570091724396,0.42446398735046387,0.4285709857940674,256687200
0.3603151738643646,0.42714300751686096,0.4319640100002289,0.42142900824546814,0.42142900824546814,225131200
0.3789939284324646,0.44928601384162903,0.45035699009895325,0.42696401476860046,0.4273209869861603,660223200
0.402793824672699,0.47749999165534973,0.49089300632476807,0.4446429908275604,0.4455359876155853,1540599200
0.3916471600532532,0.4642859995365143,0.47839298844337463,0.4607140123844147,0.4753569960594177,522872000
0.4082168638706207,0.48392900824546814,0.48625001311302185,0.4598209857940674,0.4625000059604645,618363200
0.41695356369018555,0.4942860007286072,0.5024999976158142,0.48107099533081055,0.48285698890686035,1006964000
0.40896937251091003,0.48482099175453186,0.5007140040397644,0.48374998569488525,0.48696398735046387,595851200
0.41514578461647034,0.49214300513267517,0.4960710108280182,0.48517900705337524,0.48785701394081116,329224000
0.39842504262924194,0.4723210036754608,0.48839300870895386,0.4689289927482605,0.48267900943756104,481717600
0.3889351487159729,0.4610710144042969,0.475178986787796,0.45339301228523254,0.4741069972515106,605432800
0.39450931549072266,0.4676789939403534,0.4710710048675537,0.46035701036453247,0.4635710120201111,411432000
0.3866760730743408,0.45839300751686096,0.4653570055961609,0.45696398615837097,0.4632140100002289,321081600
0.38953831791877747,0.4617860019207001,0.48107099533081055,0.45607098937034607,0.45642900466918945,408576000
0.38953831791877747,0.4617860019207001,0.4673210084438324,0.45089301466941833,0.45303601026535034,419031200
0.38095173239707947,0.45160698890686035,0.4642859995365143,0.45035699009895325,0.4621430039405823,385515200
